Close,High,Low,Open,Volume,BSInd,MA,EMA,DEMA,KAMA,WMA,MidPrice,ADX,BOP,CMO,MFI,ROC,WILLR,ULTOSC,AD,OBV,NATR,ATR,TRANGE,HT_DCPERIOD,INPHASE,QUADRUTURE,RSI,TSF,AAPLBSInd,GOOGBSInd,MSFTBSInd,AMZNBSInd,AAPLAVST,GOOGAVST,MSFTAVST,AMZNAVST
20.715999603271484,21.06599998474121,20.687999725341797,20.76799964904785,221009000,1,,,,,,,,-0.1375661642639809,,,,,,-188267091.1389084,221009000.0,,,,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,0,0.0989,0.4404,0.25698,0.25698
20.742000579833984,20.858999252319336,20.202999114990234,20.75,240978000,0,,,,,,,,-0.012194235505171066,,,,,,-33246713.68748617,461987000.0,,,0.6560001373291016,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,0,0,0,0,0.24825454545454545,-0.49434999999999996,0.35965,0.35965
19.73200035095215,20.54199981689453,19.55500030517578,20.503999710083008,345635000,1,,,,,,,,-0.7821679240615917,,,,,,-254915267.71553022,116352000.0,,,1.1870002746582031,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,1,0.12283,0.197075,0.279425,0.279425
20.451000213623047,20.648000717163086,19.854000091552734,19.950000762939453,279282000,1,,,,,,,,0.6309811787597439,,,,,,-114219291.08894026,395634000.0,,,0.9160003662109375,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,1,0.331,0.2294,0.13415,0.13415
20.700000762939453,20.719999313354492,20.079999923706055,20.1200008392334,297202000,1,,,,,,,,0.9062507450587702,,,,,,164408912.50879955,692836000.0,,,0.6399993896484375,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,1,0.24352000000000001,-0.21945,0.28147142857142854,0.28147142857142854
21.075000762939453,21.32200050354004,20.972000122070312,21.091999053955078,256919000,0,,,,,,,,-0.048566492825652174,,,,,,58705871.41910522,949755000.0,,,0.6219997406005859,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,0,1,1,0,0.2467,0.14875,0.2763,0.2763
20.83099937438965,21.20599937438965,20.774999618530273,21.10099983215332,151258000,0,,,,,,,,-0.6264515329604192,,,,,,-53246254.474826664,798497000.0,,,0.430999755859375,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,0,0,0,0,0.45607142857142857,0.0,0.40805,0.40805
20.69499969482422,21.062999725341797,20.51099967956543,20.575000762939453,163388000,0,,,,,,,,0.21738935132875156,,,,,,-107708921.14149332,635109000.0,,,0.5520000457763672,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,0,0,0,1,0.79615,0.0,-0.7184,-0.7184
20.67099952697754,21.05699920654297,20.527999877929688,20.827999114990234,162134000,1,,,,,,,,-0.2967859872795189,,,,,,-182186457.9111834,472975000.0,,,0.5289993286132812,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,0,1,1,1,0.0259,0.0,0.25317142857142855,0.25317142857142855
20.93899917602539,20.989999771118164,20.71299934387207,20.917999267578125,180652000,1,20.655200004577637,20.655200004577637,,,20.72647257718173,20.43850040435791,,0.07581182692042857,,,,,,-68056806.60427287,653627000.0,,,0.319000244140625,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,1,-0.32258,0.7825500000000001,0.154125,0.154125
21.746000289916992,21.7549991607666,21.121999740600586,21.288000106811523,243589000,1,20.758200073242186,20.853527329184793,,20.979954209782477,20.924799901788884,20.65499973297119,,0.7235396566166677,26.697763638296244,,4.972005726833717,,,168606354.66174978,897216000.0,,,0.8159999847412109,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,1,0.44689333333333336,0.4215,0.36525555555555556,0.36525555555555556
21.86199951171875,21.930999755859375,21.66200065612793,21.809999465942383,226994000,1,20.870199966430665,21.03688590782733,,21.028805688432715,21.125490708784625,20.743000030517578,,0.19330936731119666,29.06747449769476,,5.3996668622874555,,,279149099.3668897,1124210000.0,,,0.2689990997314453,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,1,-0.006685714285714287,0.0,0.019457142857142864,0.019457142857142864
22.222000122070312,22.291000366210938,21.643999099731445,21.749000549316406,189494000,1,21.11919994354248,21.252361219507872,,21.350380713356017,21.37127255526456,21.072500228881836,,0.7310643692053712,36.181720488874284,,12.619094500462102,,,428225458.96773285,1313704000.0,,,0.6470012664794922,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,,1,1,1,0,0.27879130434782606,0.19593333333333338,0.06164285714285716,0.06164285714285716
22.290000915527344,22.378999710083008,22.03700065612793,22.275999069213867,161473000,0,21.30310001373291,21.441022982420503,,21.569455928880426,21.58414545926181,21.22949981689453,,0.040941184344082185,37.497398993439305,,8.992228657253065,-3.151516052057661,,505657861.85441816,1475177000.0,,,0.3419990539550781,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,22.116527431613797,1,0,0,0,0.13106428571428572,0.3080333333333333,0.13135000000000002,0.13135000000000002
22.10300064086914,22.433000564575195,21.98200035095215,22.30500030517578,146276000,1,21.44340000152588,21.561382556683892,,21.65116289852855,21.72958193692294,21.472000122070312,,-0.4478926133624299,29.34933127028188,60.8752481486434,6.77777693825774,-11.46629235450172,,437871573.7138073,1328901000.0,2.7071304666072784,0.5983570643833706,0.4510002136230469,15.646696015449795,2.4103203083976377,-0.8436495268992431,0,22.359582460843598,1,1,1,1,0.26243,0.9348,0.16801666666666668,0.16801666666666668
